ID_QUATANGSN,PHIQUATANG,THONGDIEP,TENNGUOINHAN,DIACHIGIAOQUA,ID_DH
852,45000,Chúc mừng sinh nhật nghen,Lâm Bảo Khánh,"233đường Trục, P.13, Q. BìnhThạnh",1579
853,25000,Một ngày được phủ tràn nắng ấm,Nguyễn Thái Giang,"68 Nguyễn Huệ, P. Bến Nghé, Quận",1233
854,45000,"Another year older, another year wiser. ",Gia Hưng,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",1086
855,25000,Chúc mừng sinh nhật!,Quang,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",1485
856,45000,\Tận hưởng từng centimet nhé ;),Phạm Thịnh Phú,"156 pAn Lạc A, QBình Tân, TpHCM",1219
857,25000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Lê Nguyễn Thiên Ân,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",1777
858,45000,Happy Birthday,Nguyễn Sỹ Nhật Minh,"68 Nguyễn Huệ, P. Bến Nghé, Quận",1445
859,25000,Chúc bạn một tuổi mới như thế ^^,Bùi Anh Đức,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",37
860,45000,Chúc mừng sinh nhật!,Nguyễn Minh Quân,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",1563
861,25000,Happy Birthday,Lê Trần Minh Khang,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",1018
862,45000,\Tận hưởng từng centimet nhé ;),An Hải Nam,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",1670
863,25000,Chúc mừng sinh nhật!,Nguyễn Bảo Ngọc,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",739
864,45000,for the best things are yet to come,Nguyễn Trần Nhật Thùy Dương,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",484
865,25000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Lê Hoàng Giang,"68 Nguyễn Huệ, P. Bến Nghé, Quận",1147
866,45000,Những gì tốt đẹp nhất vẫn đang đến.,Quân,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",1281
867,25000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Nguyễn Bảo Chi. Nguyễn Ngọc Tùng.,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",987
868,45000,Life is a journey.,Mai Phương,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",1840
869,25000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Đoàn Minh Hoàng,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",1486
870,45000,Enjoy every mile. Happy Birthday.,Lê Việt Anh,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",1175
871,25000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Nguyễn Quang Thắng,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",1373
872,45000,May beauty and happiness surround you,Phạm Cao Lâm,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",1582
873,25000,Chúc bạn luôn xinh đẹp và hạnh phúc,Vũ Quang Đạt,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",995
874,45000,\Tận hưởng từng centimet nhé ;),Dương Khiết,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",77
875,25000,Chúc mừng sinh nhật!,Nguyễn Gia Phúc,"68 Nguyễn Huệ, P. Bến Nghé, Quận",1209
876,45000,Chúc mừng sinh nhật bạn thân!,Nguyễn Huỳnh Bảo Nam,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",1189
877,25000,Chúc mừng sinh nhật người đẹp.,Lâm Ngọc Khánh An,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",957
878,45000,Những gì tốt đẹp nhất vẫn đang đến.,Nguyễn Đức Hiển,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",175
879,25000,Chúc mừng sinh nhật bạn thân!,Đoàn Minh Hoàng,120 Phan Xích Long P3 Quận Bình Thạnh,1505
880,45000,Hãy luôn yêu đời nhé !,Đinh Đăng Việt Anh,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",1716
881,25000,\Tận hưởng từng centimet nhé ;),Trà Thiên Ân,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",195
882,45000,May beauty and happiness surround you,Nguyễn Quang Hưng,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",1655
883,25000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Nguyễn Hà Khánh Ngọc,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",1714
884,45000,\Tận hưởng từng centimet nhé ;),Trần Hải Nam,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",168
885,25000,Chúc mừng sinh nhật.,Lê Đình Đạt,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",1513
886,45000,Chúc bạn luôn xinh đẹp và hạnh phúc,Nguyễn Trương Phúc Khang,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",1435
887,25000,Party hard - this is YOUR day\,Lê Quốc Bảo,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",790
888,45000,Happy Birthday!,Đỗ Phạm Phương Thảo,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",1822
889,25000,Chúc mừng sinh nhật.,Nguyễn Vinh,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",850
890,45000,Chúc mừng sinh nhật nghen,Vũ Quang Vinh,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",1131
891,25000,Chúc mừng sinh nhật!,Quốc Thanh,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",731
892,45000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Nguyễn Xuân Hồng Quân,"233đường Trục, P.13, Q. BìnhThạnh",980
893,25000,Chúc mừng sinh nhật!,Nguyễn Hà Khánh Ngọc,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",325
894,45000,Hãy luôn yêu đời nhé !,Nguyễn Thái Giang,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",435
895,25000,Enjoy every mile. Happy Birthday.,Cường,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",1187
896,45000,Happy Birthday!,Nguyễn Hoàng Bảo Anh,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",630
897,25000,Cuộc đời là một chuyến hành trình.,Hoàng Thùy Dung,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",1031
898,45000,Chúc mừng sinh nhật!,Dương Khiết,"68 Nguyễn Huệ, P. Bến Nghé, Quận",1529
899,25000,Chúc mừng sinh nhật!,Lê Nguyễn Thiên Ân,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",1378
900,45000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Đỗ Đức Phúc Thịnh,"233đường Trục, P.13, Q. BìnhThạnh",1227
901,25000,Chúc mừng sinh nhật!,Lê Đình Đạt,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",770
902,45000,Chúc bạn một tuổi mới như thế ^^,Lê Đình Đạt,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",1025
903,25000,Forget the past; look forward to the future,Sơn,"156 pAn Lạc A, QBình Tân, TpHCM",625
904,45000,Chúc mừng sinh nhật!,Nguyễn Trần Nhật Thùy Dương,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",1681
905,25000,Chúc bạn một tuổi mới như thế ^^,Vũ Lê Trường Phúc,120 Phan Xích Long P3 Quận Bình Thạnh,1757
906,45000,Chúc mừng sinh nhật!,Đoàn Minh Hoàng,"68 Nguyễn Huệ, P. Bến Nghé, Quận",1731
907,25000,"Thêm một tuổi mới, thêm khôn ngoan.",Võ Nguyễn Tuấn Kiệt,120 Phan Xích Long P3 Quận Bình Thạnh,1292
908,45000,Happy Birthday!,Lê Bá Di,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",1779
909,25000,Party hard - this is YOUR day\,Tuấn Anh,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",51
910,45000,May beauty and happiness surround you,Phan Thiện Lâm,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",1726
911,25000,Chúc mừng sinh nhật người đẹp.,Tạ Hữu Đức Mạnh,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",1625
912,45000,Happy Birthday.,Nguyễn Thúy An,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",212
913,25000,"Thêm một tuổi mới, thêm khôn ngoan.",Hoàng Đông Bách,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",600
914,45000,Party hard - this is YOUR day\,Trần Quang Thịnh,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",373
915,25000,Chúc bạn luôn xinh đẹp và hạnh phúc,Tâm Ái,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",208
916,45000,Chúc bạn luôn xinh đẹp và hạnh phúc,Nguyễn Khương Duy,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",978
917,25000,May beauty and happiness surround you,Ngân Hà,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,1589
918,45000,Chúc mừng sinh nhật.,Trần Vĩnh Kỳ,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",1012
919,25000,Party hard - this is YOUR day\,Trần Huy Vũ,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",392
920,45000,for the best things are yet to come,Ngân Anh,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",1127
921,25000,Chúc bạn luôn xinh đẹp và hạnh phúc,Bùi Châu Anh,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",1340
922,45000,Chúc mừng sinh nhật!,Nguyễn Đức Hiển,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",1771
923,25000,Forget the past; look forward to the future,Nguyễn Trung Hưng,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",202
924,45000,Happy Birthday.,Phạm An Nhiên,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",1359
925,25000,Chúc bạn một tuổi mới như thế ^^,Ngân Hà,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",1319
926,45000,May beauty and happiness surround you,Nguyễn Sỹ Nhật Minh,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",188
927,25000,Một ngày được phủ tràn nắng ấm,Lê Quang Minh,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",1620
928,45000,,Lê Châu  Anh,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",228
929,25000,for the best things are yet to come,Hà Linh,"156 pAn Lạc A, QBình Tân, TpHCM",991
930,45000,Chúc mừng sinh nhật nghen,Nguyễn Anh Quân,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",629
931,25000,"Hãy gác lại quá khứ, hướng đến tương lai.",Lê Hoàng Giang,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",198
932,45000,,Trần Tiến Hùng,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",854
933,25000,Happy Birthday.,Văn Hà Linh,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,1036
934,45000,Chúc bạn luôn xinh đẹp và hạnh phúc,Nguyễn Việt Anh,"68 Nguyễn Huệ, P. Bến Nghé, Quận",393
935,25000,Chúc mừng sinh nhật.,Gia Hưng,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",394
936,45000,Chúc mừng sinh nhật.,Phan Minh Triết,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",1504
937,25000,Chúc bạn một tuổi mới như thế ^^,Nguyễn Hồ An,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",398
938,45000,"Hãy gác lại quá khứ, hướng đến tương lai.",Đạt,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",369
939,25000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Nguyễn Xuân Hồng Quân,"156 pAn Lạc A, QBình Tân, TpHCM",981
940,45000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Ngô Lê Đức Anh,"68 Nguyễn Huệ, P. Bến Nghé, Quận",NULL
941,25000,Life is a journey.,Nguyễn Tuấn Khanh,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,386
942,45000,May beauty and happiness surround you,Vũ Minh Thành,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",581
943,25000,Forget the past; look forward to the future,Gia Khánh,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",1038
944,45000,Một ngày được phủ tràn nắng ấm,Hoàng Minh,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",278
945,25000,Chúc bạn một tuổi mới như thế ^^,Phạm Trung Kiên,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",1919
946,45000,for the best things are yet to come,Quốc Thanh,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",1556
947,25000,Enjoy every mile. Happy Birthday.,Nguyễn Tuấn Hưng,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",569
948,45000,Chúc mừng sinh nhật nghen,Đỗ Anh Dương,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",751
949,25000,Forget the past; look forward to the future,Lê Anh Khoa,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",533
950,45000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Trịnh Hoàng Bách,"156 pAn Lạc A, QBình Tân, TpHCM",1633
951,25000,Happy Birthday!,HÙng,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",367
952,45000,Chúc mừng sinh nhật!,Hà Linh,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",591
953,25000,Chúc mừng sinh nhật nghen,Lưu Lê Tự Kiên,120 Phan Xích Long P3 Quận Bình Thạnh,796
954,45000,"Thêm một tuổi mới, thêm khôn ngoan.",Hà Chí Nam,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",1532
955,25000,Chúc mừng sinh nhật.,Nguyễn Xuân Hùng,"233đường Trục, P.13, Q. BìnhThạnh",508
956,45000,Happy Birthday,Trương Công Minh,"233đường Trục, P.13, Q. BìnhThạnh",436
957,25000,Chúc bạn một tuổi mới như thế ^^,Nguyễn Minh Quân,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",984
958,45000,"Another year older, another year wiser. ",Ngụy Mỹ Linh,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",1109
959,25000,Chúc bạn luôn xinh đẹp và hạnh phúc,Đặng Đức Dũng,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",618
960,45000,Chúc mừng sinh nhật nghen,Mai Bảo Ân,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",1687
961,25000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Cường,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",205
962,45000,"Thêm một tuổi mới, thêm khôn ngoan.",Đức Thắng,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",1531
963,25000,Chúc mừng sinh nhật bạn thân!,Vũ Quang Huy,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",1643
964,45000,Party điii…!!,Bùi Minh Khôi,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",621
965,25000,"Hãy gác lại quá khứ, hướng đến tương lai.",Hồ Việt Hải,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",1810
966,45000,Chúc mừng sinh nhật người đẹp.,Đoàn Minh Tuấn,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",1725
967,25000,,Nguyễn Mai Anh,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",1341
968,45000,Enjoy every mile. Happy Birthday.,Nguyễn Quang Thắng,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",1815
969,25000,Happy Birthday,Nguyễn Vinh,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",1693
970,45000,"Thêm một tuổi mới, thêm khôn ngoan.",Phan Anh,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",1751
971,25000,"Hãy gác lại quá khứ, hướng đến tương lai.",Nguyễn Trường An,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",657
972,45000,Những gì tốt đẹp nhất vẫn đang đến.,Nguyễn Phương Linh,120 Phan Xích Long P3 Quận Bình Thạnh,514
973,25000,"Thêm một tuổi mới, thêm khôn ngoan.",Trần Gia Thịnh,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",403
974,45000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Nguyễn Trúc Quỳnh,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",556
975,25000,Enjoy every mile. Happy Birthday.,Hồ Hải Nam,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",882
976,45000,"Hãy gác lại quá khứ, hướng đến tương lai.",Nguyễn Khoa Đăng,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",1769
977,25000,Happy Birthday.,Đỗ Anh Dương,120 Phan Xích Long P3 Quận Bình Thạnh,1653
978,45000,"Another year older, another year wiser. ",Nguyễn Huỳnh Bảo Nam,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",1387
979,25000,Chúc mừng sinh nhật.,Trương Tấn Vượng,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,1672
980,45000,"Hãy gác lại quá khứ, hướng đến tương lai.",Bùi Tiến Trọng,"233đường Trục, P.13, Q. BìnhThạnh",1561
981,25000,Chúc mừng sinh nhật bạn thân!,Lương Bảo Lâm,"68 Nguyễn Huệ, P. Bến Nghé, Quận",297
982,45000,Chúc mừng sinh nhật!,Nguyễn Hoàng Biển,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",1959
983,25000,Chúc mừng sinh nhật nghen,Trần Mai Ngọc Đăng,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",192
984,45000,Chúc mừng sinh nhật!,Đầu Bảo Linh,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",1183
985,25000,Chúc bạn luôn xinh đẹp và hạnh phúc,Vũ Quang Huy,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",1941
986,45000,Happy Birthday!,Đức Bình,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",1291
987,25000,for the best things are yet to come,Hồ Nam,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",26
988,45000,\Tận hưởng từng centimet nhé ;),Quang,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",1462
989,25000,Forget the past; look forward to the future,Bùi Tiến Trọng,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",1875
990,45000,"Hãy gác lại quá khứ, hướng đến tương lai.",Bùi Bá Thắng,"68 Nguyễn Huệ, P. Bến Nghé, Quận",714
991,25000,Happy Birthday.,Nguyễn Minh Quyền,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",1886
992,45000,Chúc mừng sinh nhật.,Hồ Tuấn Đạt,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",1374
993,25000,Chúc mừng sinh nhật!,Nguyễn Minh Hạnh,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",1124
994,45000,Life is a journey.,Vũ Lê Trường Phúc,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",504
995,25000,,Đỗ Gia Bảo,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",1459
996,45000,Chúc mừng sinh nhật!,Lê Đặng Việt Anh,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",507
997,25000,Life is a journey.,Khôi,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",813
998,45000,Những gì tốt đẹp nhất vẫn đang đến.,Lê Gia Minh,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",1503
999,25000,Chúc bạn luôn xinh đẹp và hạnh phúc,Cường,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",318
1000,45000,Happy Birthday.,Nguyễn Trần Gia Huy,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",1594
1001,25000,for the best things are yet to come,Lê Hoàng Giang,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",1336
1002,45000,,Trần Mai Ngọc Đăng,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,148
1003,25000,Cuộc đời là một chuyến hành trình.,Nguyễn Viết Khoa,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",1327
1004,45000,Chúc bạn một ngày sinh nhật thật đặc biệt.,Đặng Minh Đức,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",544
1005,25000,Chúc bạn luôn xinh đẹp và hạnh phúc,Đỗ Phạm Phương Thảo,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",1869
1006,45000,Chúc mừng khởi đầu một năm hành trình mới,Nguyễn Phúc Quang Bảo,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",1636
1007,25000,Chúc mừng khởi đầu một năm hành trình mới,Anh Quân,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,1611
1008,45000,Life is a journey.,Lê Thành Lộc,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",804
1009,25000,Chúc mừng sinh nhật.,Đặng Minh,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,1560
1010,45000,Những gì tốt đẹp nhất vẫn đang đến.,Minh Hoàng,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",187
1011,25000,for the best things are yet to come,Nguyễn Thị Bình Nguyên,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",1148
1012,45000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Vũ Quang Huy,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",1634
1013,25000,Chúc mừng sinh nhật.,Nguyễn Sỹ Nhật Minh,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",1786
1014,45000,Chúc bạn một tuổi mới như thế ^^,Nguyễn Minh Trí,120 Phan Xích Long P3 Quận Bình Thạnh,1454
1015,25000,Một ngày được phủ tràn nắng ấm,Trịnh Nhật Nam,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",1732
1016,45000,for the best things are yet to come,Nguyễn Tùng Chi,"156 pAn Lạc A, QBình Tân, TpHCM",1171
1017,25000,Chúc mừng sinh nhật!,Nguyễn Phúc Thiên Bảo,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",1936
1018,45000,Happy Birthday!,Đỗ Nhật Huy,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",1980
1019,25000,Happy Birthday!,Võ Quốc Hoàng Long,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,530
1020,45000,Chúc mừng sinh nhật!,Lưu Trần Mẫn Khang,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",1970
1021,25000,Chúc mừng sinh nhật!,Đinh Tuấn Khang,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",722
1022,45000,Chúc mừng sinh nhật!,Lê Xuân Minh,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",1134
1023,25000,Life is a journey.,Quân,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",1696
1024,45000,Một ngày được phủ tràn nắng ấm,Mai Phương,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",1640
1025,25000,Happy Birthday,Nguyễn Tạ Ân Bình,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",113
1026,45000,Chúc mừng khởi đầu một năm hành trình mới,Vòng Tải Đông,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",1558
1027,25000,Hãy luôn yêu đời nhé !,Nguyễn Hữu Phước,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",1539
1028,45000,Hãy luôn yêu đời nhé !,Nguyễn Gia Phúc,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",577
1029,25000,"Hãy lạc quan, luôn tin tưởng vào bản thân",Thiên Vũ,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",923
1030,45000,Chúc mừng sinh nhật!,Nguyễn Gia Hưng,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",1951
1031,25000,\Tận hưởng từng centimet nhé ;),Mạch Hiểu Lam,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,1775
1032,45000,Hãy luôn yêu đời nhé !,Trần Nhã Kỳ,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",1960
1033,25000,Chúc mừng sinh nhật.,Nguyễn Phúc Minh Khôi,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",1436
1034,45000,Party hard - this is YOUR day\,Vũ Ngọc Hải,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",147
1035,25000,Forget the past; look forward to the future,Trần Minh Dương,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",2009
1036,45000,Chúc mừng sinh nhật bạn thân!,Lê Thành Lộc,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",90
