ID_DH,THOIGIANDAT,TRANGTHAI,THOIGIANGIAO,THOIGIANXN,DIACHIGIAOHANG,TONGCONG,ID_COUPONGIAMGIA,MA_HTGH,MA_HTTT,ID_KH,ID_NV,ID_PO
1480,1/16/2020 9:45,6,NULL,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,703,HTGH003   ,HTTT005   ,3533,213,1411
1481,1/16/2020 10:00,6,NULL,NULL,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,1365,HTGH002   ,HTTT003   ,264,401,2415
1482,1/16/2020 10:15,1,NULL,NULL,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",0,1936,HTGH003   ,HTTT005   ,9734,346,2240
1483,1/16/2020 10:30,4,1/23/2020 10:30,NULL,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,1625,HTGH003   ,HTTT004   ,9491,98,2248
1484,1/16/2020 10:45,5,1/23/2020 10:45,1/24/2020 10:45,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,1816,HTGH003   ,HTTT004   ,4097,420,1580
1485,1/16/2020 11:00,5,1/23/2020 11:00,1/24/2020 11:00,"233đường Trục, P.13, Q. BìnhThạnh",0,1245,HTGH003   ,HTTT004   ,6461,311,1217
1486,1/16/2020 11:15,5,1/23/2020 11:15,1/24/2020 11:15,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",0,182,HTGH002   ,HTTT003   ,7209,108,499
1487,1/16/2020 11:30,6,NULL,NULL,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",0,1717,HTGH002   ,HTTT004   ,4680,294,1413
1488,1/16/2020 11:45,5,1/23/2020 11:45,1/24/2020 11:45,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,881,HTGH002   ,HTTT003   ,2339,495,2458
1489,1/16/2020 12:00,5,1/23/2020 12:00,1/24/2020 12:00,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,2142,HTGH002   ,HTTT003   ,9064,417,516
1490,1/16/2020 12:15,6,NULL,NULL,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,1332,HTGH001   ,HTTT002   ,3188,493,2032
1491,1/16/2020 12:30,4,1/23/2020 12:30,NULL,"233đường Trục, P.13, Q. BìnhThạnh",0,289,HTGH001   ,HTTT001   ,1454,349,2215
1492,1/16/2020 12:45,2,1/23/2020 12:45,NULL,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,2042,HTGH001   ,HTTT002   ,6230,63,2375
1493,1/16/2020 13:00,2,1/23/2020 13:00,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,700,HTGH003   ,HTTT004   ,936,20,693
1494,1/16/2020 13:15,4,1/23/2020 13:15,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,NULL,NULL,NULL,NULL,NULL,NULL
1495,1/16/2020 13:30,1,NULL,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,909,HTGH002   ,HTTT002   ,9094,164,395
1496,1/16/2020 13:45,1,NULL,NULL,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,1306,HTGH001   ,HTTT001   ,106,293,1914
1497,1/16/2020 14:00,3,1/23/2020 14:00,NULL,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,232,HTGH003   ,HTTT005   ,7760,467,2382
1498,1/16/2020 14:15,4,1/23/2020 14:15,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,1250,HTGH002   ,HTTT003   ,3368,84,1583
1499,1/16/2020 14:30,4,1/23/2020 14:30,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,395,HTGH002   ,HTTT003   ,647,18,486
1500,1/16/2020 14:45,4,1/23/2020 14:45,NULL,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,1157,HTGH001   ,HTTT002   ,298,100,1932
1501,1/16/2020 15:00,3,1/23/2020 15:00,NULL,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,698,HTGH003   ,HTTT005   ,9084,245,2185
1502,1/16/2020 15:15,2,1/23/2020 15:15,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,346,HTGH002   ,HTTT003   ,752,108,500
1503,1/16/2020 15:30,1,NULL,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,1091,HTGH003   ,HTTT004   ,7200,190,1600
1504,1/16/2020 15:45,5,1/23/2020 15:45,1/24/2020 15:45,"156 pAn Lạc A, QBình Tân, TpHCM",0,307,HTGH002   ,HTTT004   ,5136,116,656
1505,1/16/2020 16:00,1,NULL,NULL,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,1164,HTGH001   ,HTTT001   ,428,227,2392
1506,1/16/2020 16:15,1,NULL,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,1079,HTGH002   ,HTTT003   ,6635,383,583
1507,1/16/2020 16:30,5,1/23/2020 16:30,1/24/2020 16:30,"233đường Trục, P.13, Q. BìnhThạnh",0,684,HTGH003   ,HTTT005   ,4274,201,1166
1508,1/16/2020 16:45,1,NULL,NULL,120 Phan Xích Long P3 Quận Bình Thạnh,0,17,HTGH002   ,HTTT003   ,1806,125,551
1509,1/16/2020 17:00,3,1/23/2020 17:00,NULL,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",0,1001,HTGH001   ,HTTT002   ,7042,231,2186
1510,1/16/2020 17:15,1,NULL,NULL,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,940,HTGH002   ,HTTT004   ,8402,256,2380
1511,1/16/2020 17:30,6,NULL,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,695,HTGH003   ,HTTT004   ,7008,143,2431
1512,1/16/2020 17:45,3,1/23/2020 17:45,NULL,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,1558,HTGH001   ,HTTT002   ,486,97,1977
1513,1/16/2020 18:00,4,1/23/2020 18:00,NULL,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,741,HTGH002   ,HTTT004   ,6220,71,2117
1514,1/16/2020 18:15,4,1/23/2020 18:15,NULL,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,396,HTGH002   ,HTTT003   ,5415,129,1754
1515,1/16/2020 18:30,1,NULL,NULL,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,NULL,NULL,NULL,NULL,NULL,NULL
1516,1/16/2020 18:45,1,NULL,NULL,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",0,2059,HTGH001   ,HTTT001   ,5615,243,1271
1517,1/16/2020 19:00,3,1/23/2020 19:00,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,1030,HTGH001   ,HTTT001   ,7935,271,2135
1518,1/16/2020 19:15,3,1/23/2020 19:15,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,1905,HTGH003   ,HTTT005   ,4915,478,1218
1519,1/16/2020 19:30,2,1/23/2020 19:30,NULL,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",0,2122,HTGH001   ,HTTT001   ,503,418,153
1520,1/16/2020 19:45,2,1/23/2020 19:45,NULL,"156 pAn Lạc A, QBình Tân, TpHCM",0,533,HTGH003   ,HTTT005   ,7853,478,2393
1521,1/16/2020 20:00,4,1/23/2020 20:00,NULL,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,2210,HTGH001   ,HTTT002   ,9774,163,312
1522,1/16/2020 20:15,5,1/23/2020 20:15,1/24/2020 20:15,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,1012,HTGH003   ,HTTT005   ,5371,478,2497
1523,1/16/2020 20:30,3,1/23/2020 20:30,NULL,"233đường Trục, P.13, Q. BìnhThạnh",0,NULL,NULL,NULL,NULL,NULL,NULL
1524,1/16/2020 20:45,2,1/23/2020 20:45,NULL,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,414,HTGH002   ,HTTT003   ,9939,193,585
1525,1/16/2020 21:00,3,1/23/2020 21:00,NULL,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",0,1590,HTGH003   ,HTTT005   ,1476,467,2477
1526,1/16/2020 21:15,6,NULL,NULL,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",0,2022,HTGH001   ,HTTT001   ,2028,205,2199
1527,1/16/2020 21:30,3,1/23/2020 21:30,NULL,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",0,1732,HTGH001   ,HTTT001   ,7452,174,29
1528,1/16/2020 21:45,4,1/23/2020 21:45,NULL,"156 pAn Lạc A, QBình Tân, TpHCM",0,1992,HTGH001   ,HTTT002   ,7919,312,1847
1529,1/16/2020 22:00,4,1/23/2020 22:00,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,1136,HTGH002   ,HTTT003   ,8053,232,1508
1530,1/16/2020 22:15,2,1/23/2020 22:15,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,756,HTGH003   ,HTTT005   ,5784,33,2077
1531,1/16/2020 22:30,6,NULL,NULL,120 Phan Xích Long P3 Quận Bình Thạnh,0,124,HTGH003   ,HTTT004   ,9401,177,771
1532,1/16/2020 22:45,1,NULL,NULL,"233đường Trục, P.13, Q. BìnhThạnh",0,428,HTGH002   ,HTTT003   ,55,199,1363
1533,1/16/2020 23:00,4,1/23/2020 23:00,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,2190,HTGH003   ,HTTT005   ,8833,435,1101
1534,1/16/2020 23:15,1,NULL,NULL,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",0,1026,HTGH003   ,HTTT004   ,2957,161,1536
1535,1/16/2020 23:30,3,1/23/2020 23:30,NULL,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,880,HTGH003   ,HTTT005   ,306,44,2348
1536,1/16/2020 23:45,4,1/23/2020 23:45,NULL,"233đường Trục, P.13, Q. BìnhThạnh",0,1532,HTGH001   ,HTTT001   ,1986,307,22
1537,1/17/2020 0:00,1,NULL,NULL,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,927,HTGH001   ,HTTT002   ,4057,188,329
1538,1/17/2020 0:15,6,NULL,NULL,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",0,842,HTGH002   ,HTTT002   ,9702,382,2391
1539,1/17/2020 0:30,4,1/24/2020 0:30,NULL,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,1254,HTGH003   ,HTTT005   ,4350,81,1958
1540,1/17/2020 0:45,5,1/24/2020 0:45,1/25/2020 0:45,"233đường Trục, P.13, Q. BìnhThạnh",0,350,HTGH003   ,HTTT004   ,3577,437,2066
1541,1/17/2020 1:00,1,NULL,NULL,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,1073,HTGH003   ,HTTT004   ,6608,212,723
1542,1/17/2020 1:15,5,1/24/2020 1:15,1/25/2020 1:15,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,1015,HTGH002   ,HTTT003   ,4086,90,1711
1543,1/17/2020 1:30,3,1/24/2020 1:30,NULL,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,1724,HTGH003   ,HTTT005   ,4243,416,2404
1544,1/17/2020 1:45,5,1/24/2020 1:45,1/25/2020 1:45,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,1133,HTGH001   ,HTTT001   ,4604,428,2424
1545,1/17/2020 2:00,6,NULL,NULL,120 Phan Xích Long P3 Quận Bình Thạnh,0,918,HTGH003   ,HTTT004   ,1290,171,746
1546,1/17/2020 2:15,2,1/24/2020 2:15,NULL,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,1025,HTGH002   ,HTTT002   ,8145,285,2072
1547,1/17/2020 2:30,5,1/24/2020 2:30,1/25/2020 2:30,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",0,1440,HTGH001   ,HTTT002   ,4282,188,2446
1548,1/17/2020 2:45,5,1/24/2020 2:45,1/25/2020 2:45,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,1033,HTGH001   ,HTTT001   ,8025,142,1300
1549,1/17/2020 3:00,4,1/24/2020 3:00,NULL,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,337,HTGH003   ,HTTT005   ,6456,33,1715
1550,1/17/2020 3:15,1,NULL,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,1903,HTGH001   ,HTTT001   ,4343,224,2408
1551,1/17/2020 3:30,5,1/24/2020 3:30,1/25/2020 3:30,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,107,HTGH003   ,HTTT005   ,6044,443,871
1552,1/17/2020 3:45,6,NULL,NULL,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,103,HTGH001   ,HTTT001   ,7142,47,1468
1553,1/17/2020 4:00,3,1/24/2020 4:00,NULL,120 Phan Xích Long P3 Quận Bình Thạnh,0,1847,HTGH002   ,HTTT003   ,5871,425,1935
1554,1/17/2020 4:15,2,1/24/2020 4:15,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,1427,HTGH001   ,HTTT002   ,1383,211,1713
1555,1/17/2020 4:30,1,NULL,NULL,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,1273,HTGH001   ,HTTT001   ,2183,206,2362
1556,1/17/2020 4:45,5,1/24/2020 4:45,1/25/2020 4:45,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,2136,HTGH002   ,HTTT002   ,8087,51,2184
1557,1/17/2020 5:00,6,NULL,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,2028,HTGH002   ,HTTT003   ,2508,301,474
1558,1/17/2020 5:15,5,1/24/2020 5:15,1/25/2020 5:15,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,1072,HTGH002   ,HTTT003   ,6380,152,471
1559,1/17/2020 5:30,2,1/24/2020 5:30,NULL,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,1695,HTGH003   ,HTTT005   ,5675,346,1816
1560,1/17/2020 5:45,1,NULL,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,563,HTGH003   ,HTTT004   ,8377,320,1103
1561,1/17/2020 6:00,5,1/24/2020 6:00,1/25/2020 6:00,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",0,528,HTGH003   ,HTTT005   ,2315,411,2216
1562,1/17/2020 6:15,2,1/24/2020 6:15,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,1708,HTGH003   ,HTTT005   ,1303,303,1145
1563,1/17/2020 6:30,4,1/24/2020 6:30,NULL,"156 pAn Lạc A, QBình Tân, TpHCM",0,98,HTGH002   ,HTTT003   ,1943,172,555
1564,1/17/2020 6:45,1,NULL,NULL,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",0,1357,HTGH001   ,HTTT001   ,1872,384,1460
1565,1/17/2020 7:00,2,1/24/2020 7:00,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,NULL,NULL,NULL,NULL,NULL,NULL
1566,1/17/2020 7:15,6,NULL,NULL,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",0,746,HTGH001   ,HTTT002   ,8638,314,252
1567,1/17/2020 7:30,5,1/24/2020 7:30,1/25/2020 7:30,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,2102,HTGH002   ,HTTT003   ,1139,172,2541
1568,1/17/2020 7:45,4,1/24/2020 7:45,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,501,HTGH002   ,HTTT004   ,3773,404,2339
1569,1/17/2020 8:00,1,NULL,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,206,HTGH003   ,HTTT004   ,7971,356,2003
1570,1/17/2020 8:15,3,1/24/2020 8:15,NULL,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,657,HTGH002   ,HTTT002   ,3521,85,376
1571,1/17/2020 8:30,6,NULL,NULL,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",0,1492,HTGH001   ,HTTT001   ,2622,133,2397
1572,1/17/2020 8:45,4,1/24/2020 8:45,NULL,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",0,330,HTGH002   ,HTTT003   ,7412,117,407
1573,1/17/2020 9:00,5,1/24/2020 9:00,1/25/2020 9:00,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",0,477,HTGH003   ,HTTT004   ,342,284,1265
1574,1/17/2020 9:15,3,1/24/2020 9:15,NULL,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",0,1058,HTGH002   ,HTTT004   ,83,327,2448
1575,1/17/2020 9:30,2,1/24/2020 9:30,NULL,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",0,373,HTGH001   ,HTTT001   ,103,67,1117
1576,1/17/2020 9:45,5,1/24/2020 9:45,1/25/2020 9:45,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",0,1130,HTGH001   ,HTTT001   ,1013,170,83
1577,1/17/2020 10:00,3,1/24/2020 10:00,NULL,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",0,934,HTGH001   ,HTTT002   ,244,141,2406
1578,1/17/2020 10:15,4,1/24/2020 10:15,NULL,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,542,HTGH003   ,HTTT004   ,5000,398,2289
1579,1/17/2020 10:30,3,1/24/2020 10:30,NULL,"156 pAn Lạc A, QBình Tân, TpHCM",0,2018,HTGH002   ,HTTT004   ,8520,120,612
1580,1/17/2020 10:45,1,NULL,NULL,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",0,2043,HTGH001   ,HTTT001   ,72,307,2514
1581,1/17/2020 11:00,2,1/24/2020 11:00,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,1100,HTGH003   ,HTTT004   ,9864,160,748
1582,1/17/2020 11:15,4,1/24/2020 11:15,NULL,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",0,1341,HTGH001   ,HTTT002   ,2049,115,2311
1583,1/17/2020 11:30,6,NULL,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,879,HTGH003   ,HTTT005   ,4773,82,2212
1584,1/17/2020 11:45,4,1/24/2020 11:45,NULL,"68 Nguyễn Huệ, P. Bến Nghé, Quận",0,461,HTGH003   ,HTTT005   ,312,139,811
1585,1/17/2020 12:00,4,1/24/2020 12:00,NULL,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,233,HTGH003   ,HTTT005   ,9680,184,2091
1586,1/17/2020 12:15,6,NULL,NULL,"156 pAn Lạc A, QBình Tân, TpHCM",0,2124,HTGH003   ,HTTT004   ,7521,4,1140
1587,1/17/2020 12:30,5,1/24/2020 12:30,1/25/2020 12:30,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,1825,HTGH002   ,HTTT003   ,7871,238,2211
1588,1/17/2020 12:45,3,1/24/2020 12:45,NULL,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",0,1670,HTGH002   ,HTTT004   ,1917,367,650
1589,1/17/2020 13:00,6,NULL,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,1857,HTGH002   ,HTTT003   ,445,402,1988
1590,1/17/2020 13:15,4,1/24/2020 13:15,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,1400,HTGH001   ,HTTT001   ,1478,392,1787
1591,1/17/2020 13:30,4,1/24/2020 13:30,NULL,"233đường Trục, P.13, Q. BìnhThạnh",0,1775,HTGH003   ,HTTT005   ,500,65,1180
1592,1/17/2020 13:45,2,1/24/2020 13:45,NULL,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",0,1579,HTGH003   ,HTTT005   ,3364,269,1136
1593,1/17/2020 14:00,4,1/24/2020 14:00,NULL,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,827,HTGH001   ,HTTT001   ,5783,135,2338
1594,1/17/2020 14:15,3,1/24/2020 14:15,NULL,"924 Nguyễn Kiệm, P. 03, Q. GòVấp, TP. HCM",0,1634,HTGH001   ,HTTT002   ,9496,158,2364
1595,1/17/2020 14:30,6,NULL,NULL,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",0,256,HTGH001   ,HTTT001   ,1451,131,1811
1596,1/17/2020 14:45,6,NULL,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,622,HTGH001   ,HTTT002   ,3429,341,2236
1597,1/17/2020 15:00,2,1/24/2020 15:00,NULL,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",0,1851,HTGH003   ,HTTT004   ,7394,481,1836
1598,1/17/2020 15:15,2,1/24/2020 15:15,NULL,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,1099,HTGH002   ,HTTT004   ,4543,329,1632
1599,1/17/2020 15:30,4,1/24/2020 15:30,NULL,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",0,1605,HTGH001   ,HTTT001   ,3310,326,2217
1600,1/17/2020 15:45,6,NULL,NULL,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,1291,HTGH002   ,HTTT002   ,1083,382,1924
1601,1/17/2020 16:00,4,1/24/2020 16:00,NULL,120 Phan Xích Long P3 Quận Bình Thạnh,0,2139,HTGH003   ,HTTT004   ,8962,473,761
1602,1/17/2020 16:15,1,NULL,NULL,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,327,HTGH003   ,HTTT005   ,687,248,2179
1603,1/17/2020 16:30,4,1/24/2020 16:30,NULL,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",0,832,HTGH001   ,HTTT001   ,204,191,2435
1604,1/17/2020 16:45,2,1/24/2020 16:45,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,1195,HTGH002   ,HTTT003   ,3973,282,587
1605,1/17/2020 17:00,1,NULL,NULL,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,1381,HTGH003   ,HTTT005   ,2737,24,949
1606,1/17/2020 17:15,2,1/24/2020 17:15,NULL,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",0,221,HTGH003   ,HTTT005   ,5720,213,2461
1607,1/17/2020 17:30,2,1/24/2020 17:30,NULL,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",0,171,HTGH001   ,HTTT002   ,897,258,221
1608,1/17/2020 17:45,6,NULL,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,431,HTGH002   ,HTTT003   ,7463,238,590
1609,1/17/2020 18:00,6,NULL,NULL,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",0,1852,HTGH003   ,HTTT004   ,472,124,793
1610,1/17/2020 18:15,3,1/24/2020 18:15,NULL,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",0,1218,HTGH002   ,HTTT003   ,4836,23,1733
1611,1/17/2020 18:30,3,1/24/2020 18:30,NULL,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",0,641,HTGH001   ,HTTT002   ,9533,426,2390
1612,1/17/2020 18:45,3,1/24/2020 18:45,NULL,120 Phan Xích Long P3 Quận Bình Thạnh,0,941,HTGH003   ,HTTT005   ,8283,370,2259
1613,1/17/2020 19:00,3,1/24/2020 19:00,NULL,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",0,514,HTGH001   ,HTTT001   ,1203,293,2294
1614,1/17/2020 19:15,1,NULL,NULL,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",0,1810,HTGH003   ,HTTT004   ,8986,339,2050
1615,1/17/2020 19:30,6,NULL,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,828,HTGH002   ,HTTT003   ,4745,401,2462
1616,1/17/2020 19:45,2,1/24/2020 19:45,NULL,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,1845,HTGH003   ,HTTT005   ,8014,35,2074
1617,1/17/2020 20:00,2,1/24/2020 20:00,NULL,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,0,1662,HTGH002   ,HTTT003   ,7410,127,1352
1618,1/17/2020 20:15,6,NULL,NULL,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,0,52,HTGH002   ,HTTT004   ,9564,222,1501
1619,1/17/2020 20:30,4,1/24/2020 20:30,NULL,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",0,1133,HTGH001   ,HTTT002   ,3954,36,209
1620,1/17/2020 20:45,3,1/24/2020 20:45,NULL,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",0,253,HTGH001   ,HTTT001   ,645,360,1835
1621,1/17/2020 21:00,2,1/24/2020 21:00,NULL,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",0,570,HTGH002   ,HTTT003   ,3510,199,1652
1622,1/17/2020 21:15,2,1/24/2020 21:15,NULL,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",0,984,HTGH001   ,HTTT001   ,4225,424,2309
1623,1/17/2020 21:30,4,1/24/2020 21:30,NULL,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",0,193,HTGH002   ,HTTT003   ,133,425,2531
1624,1/17/2020 21:45,4,1/24/2020 21:45,NULL,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",0,1335,HTGH001   ,HTTT002   ,7171,231,226
1625,1/17/2020 22:00,5,1/24/2020 22:00,1/25/2020 22:00,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",0,2154,HTGH001   ,HTTT002   ,9342,381,1437
