ID_VOUCHER,SONHA,DUONG,QUAN,THANHPHO
1158,Albuquerque,Đặng Thúc Vịnh,Quận 7,Thành phố Hải Phòng
1159,Aurora,Nguyễn Chí Thanh,Quận 11,Thành phố Đà Nẵng
1160,Nashville,Cầu Tân Thuận 2,Quận 7,Tỉnh Hà Tĩnh
1161,Long Beach,Lê Văn Thịnh,Quận 3,Thành phố Đà Nẵng
1162,Anchorage,Hẻm 120 Trần Quốc Thảo,Gò Vấp,Tỉnh Hà Nam
1163,Las Vegas,Lê Ngô Cát,Tân Bình,Thành phố Hà Nội
1164,Oakland,Võ Thị Sáu,Gò Vấp,Tỉnh Hưng Yên
1165,Fort Wayne,Cầu Ba Tơ,Quận 1,Thành phố Hà Nội
1166,Oklahoma,Cầu Dừa,Quận 6,Tỉnh Hà Nam
1167,Tulsa,Vạn Kiếp,Quận 4,Tỉnh Hưng Yên
1169,Charlotte,Lê Anh Xuân,Bình Tân,Tỉnh Hà Nam
1170,Tampa,Nguyễn Biểu,Quận 4,Thành phố Đà Nẵng
1171,Baton Rouge,Vạn Kiếp,Phú Nhuận,Thành phố Hải Phòng
1172,Baton Rouge,Hẻm 184 Lê Văn Sỹ,Quận 3,Tỉnh Hà Nam
1173,Tampa,Hẻm 372 Cách Mạng Tháng Tám,Tân Bình,Thành phố Hồ Chí Minh
1174,Cleveland,Cầu Lò Gốm,Quận 11,Tỉnh An Giang
1175,Oakland,Trần Kế Xương,Quận 10,Tỉnh Gia Lai
1176,Denver,Chiêu Anh Các,Quận 8,Tỉnh Hưng Yên
1177,Houston,Cầu Tân Thạnh Đông,Quận 1,Thành phố Hà Nội
1178,Kansas,Thiên Phước,Tân Phú,Thành phố Cần Thơ
1179,Santa Ana,Lê Văn Quới,Quận 10,Tỉnh Hưng Yên
1180,Akron,Lê Thị Riêng,Quận 12,Tỉnh Gia Lai
1181,Arlington,Hải Thượng Lãn Ông,Bình Tân,Tỉnh Gia Lai
1182,Columbus,Cầu Xáng,Quận 10,Tỉnh Hà Giang
1183,San Jose,Ung Văn Khiêm,Quận 10,Tỉnh Hòa Bình
1184,Kansas,Đường Số 40,Quận 12,Thành phố Cần Thơ
1186,Glendale,Hẻm 266 Tô Hiến Thành,Quận 6,Tỉnh Hưng Yên
1187,St. Louis,Xuân Thuỷ,Quận 3,Thành phố Đà Nẵng
1189,Fort Wayne,Ký Con,Quận 1,Tỉnh Gia Lai
1190,Jackson,Tân Khai,Quận 11,Thành phố Hải Phòng
1191,Lubbock,Cầu An Lộc,Gò Vấp,Tỉnh An Giang
1192,Pittsburgh,Pasteur,Quận 4,Tỉnh Gia Lai
1193,Tacoma,Cầu Phú Xuân,Tân Bình,Tỉnh Hà Tĩnh
1195,Cleveland,Cầu Dừa,Quận 7,Tỉnh Hưng Yên
1196,Arlington,Trần Đại Nghĩa,Bình Thạnh,Thành phố Cần Thơ
1197,Dallas,Chung Cư Lý Văn Phức,Phú Nhuận,Tỉnh An Giang
1198,Houston,Nguyễn Duy Trinh,Quận 7,Thành phố Hà Nội
1199,Lubbock,Nguyên Hồng,Bình Tân,Thành phố Hà Nội
1200,St. Paul,Quốc Lộ 50,Quận 1,Tỉnh Hà Nam
1201,Richmond,Nguyễn Tri Phương,Quận 10,Thành phố Cần Thơ
1202,Miami,Hẻm Ðinh Công Tráng,Quận 10,Thành phố Đà Nẵng
1203,Madison,Trần Văn Trà,Quận 4,Thành phố Cần Thơ
1204,St. Petersburg,Nguyễn Văn Bảo,Quận 12,Thành phố Hà Nội
1205,Baton Rouge,Vĩnh Lộc,Bình Thạnh,Tỉnh An Giang
1206,Akron,Hồng Hà,Quận 3,Tỉnh Hà Nam
1207,St. Paul,Hẻm 299 Lý Thường Kiệt,Bình Tân,Tỉnh Hà Giang
1208,Akron,Cầu Bùi Hữu Nghĩa,Bình Thạnh,Tỉnh An Giang
1209,Columbus,Trần Nhân Tôn,Quận 6,Thành phố Hà Nội
1210,Lincoln,Thống Nhất,Tân Bình,Thành phố Đà Nẵng
1211,Arlington,Nguyễn Sơn Hà,Tân Bình,Thành phố Hồ Chí Minh
1212,Baltimore,Trần Xuân Soạn,Phú Nhuận,Tỉnh Hà Giang
1213,San Jose,Phạm Viết Chánh,Tân Phú,Thành phố Đà Nẵng
1214,Detroit,Nguyễn Thị Nhỏ,Quận 5,Tỉnh Hà Nam
1215,Spokane,Ba Tơ,Quận 1,Thành phố Hồ Chí Minh
1216,San Diego,Trần Trọng Cung,Tân Bình,Tỉnh Hà Tĩnh
1217,Stockton,Phổ Quang,Quận 10,Tỉnh Hà Tĩnh
1218,Spokane,Nguyễn Văn Linh,Quận 10,Tỉnh Hà Nam
1219,Dayton,Tên Lửa,Quận 8,Tỉnh Hà Giang
1220,Fort Wayne,Cầu Vượt Tỉnh Lộ 10,Quận 6,Thành phố Đà Nẵng
1221,Indianapolis,Hẻm 299 Lý Thường Kiệt,Quận 4,Tỉnh Hòa Bình
1222,Virginia Beach,Võ Văn Tần,Quận 5,Tỉnh Hòa Bình
1223,Richmond,Đinh Tiên Hoàng,Quận 7,Tỉnh Hòa Bình
1224,Tucson,Cầu Vượt Tân Tạo,Tân Phú,Tỉnh Hà Nam
1225,Phoenix,Nguyễn Xí,Quận 10,Tỉnh Hòa Bình
1226,Arlington,Cầu Bà Hom,Bình Tân,Tỉnh An Giang
1227,Oakland,Hoà Hưng,Gò Vấp,Thành phố Hà Nội
1228,Virginia Beach,Phước Hưng,Quận 7,Tỉnh Hà Tĩnh
1229,Jacksonville,Lý Thường Kiệt,Quận 12,Tỉnh Hà Nam
1230,St. Paul,Hẻm 360 Nguyễn Thị Minh Khai,Quận 8,Thành phố Cần Thơ
1231,Little Rock,Hoàng Việt,Quận 3,Thành phố Hồ Chí Minh
1232,Memphis,Đinh Bộ Lĩnh,Tân Phú,Tỉnh Hà Tĩnh
1233,Stockton,Hoà Hưng,Quận 10,Thành phố Cần Thơ
1234,St. Petersburg,Thích Quảng Đức,Quận 7,Tỉnh Hà Giang
1235,Miami,Hẻm Bến Chương Dương,Quận 10,Thành phố Đà Nẵng
1236,Nashville,Cầu Sài Gòn 1,Tân Bình,Tỉnh Hà Nam
1237,Yonkers,Cao Thắng (Nối Dài),Quận 7,Thành phố Hà Nội
1238,Austin,Cầu Rạch Đĩa,Quận 10,Tỉnh Hòa Bình
1239,Corpus Christi,Mai Thị Lựu,Quận 11,Thành phố Hà Nội
1240,Fort Wayne,Cầu Vượt Sóng Thần 1,Bình Tân,Tỉnh Hưng Yên
1242,Virginia Beach,Hẻm 565 Nguyễn Trãi,Quận 7,Tỉnh Hà Nam
1244,Anaheim,Lê Ngô Cát,Tân Phú,Thành phố Hồ Chí Minh
1245,St. Paul,Vạn Kiếp,Tân Phú,Tỉnh Hà Giang
1246,Anchorage,Đường Song Hành,Bình Thạnh,Tỉnh Hà Giang
1247,Fremont,Tân Chánh Hiệp 21,Quận 8,Thành phố Hồ Chí Minh
1248,New York,Suối Lội,Quận 12,Tỉnh Hà Tĩnh
1249,Santa Ana,Đường D4,Quận 8,Tỉnh Hà Nam
1250,Oakland,Cầu Vượt Hương Lộ 2,Tân Bình,Tỉnh Hòa Bình
1251,Bakersfield,Công Chúa Ngọc Hân,Quận 6,Tỉnh Hưng Yên
1252,Grand Rapids,Nguyễn Thiệp,Quận 5,Tỉnh Hưng Yên
1253,Houston,Cầu An Lộc,Quận 12,Tỉnh Hà Tĩnh
1254,Minneapolis,Nguyễn Thị Tú,Tân Bình,Tỉnh Hòa Bình
1255,Riverside,Gò Dầu,Quận 8,Tỉnh Hà Nam
1256,Anaheim,Trần Quý Cáp,Tân Phú,Tỉnh Hòa Bình
1257,St. Louis,Hẻm 12 Nguyễn Thị Minh Khai,Quận 12,Tỉnh Hà Giang
1258,Tacoma,Cầu Chà Và,Bình Thạnh,Tỉnh Hòa Bình
1259,Memphis,Ngô Gia Tự,Quận 11,Tỉnh An Giang
1260,Virginia Beach,Nguyễn Hữu Thọ,Bình Tân,Thành phố Cần Thơ
1261,Spokane,Phùng Văn Cung,Tân Phú,Thành phố Đà Nẵng
1262,Spokane,Cầu Ánh Sao,Tân Bình,Tỉnh Hà Tĩnh
1263,Colorado,3 Tháng 2,Bình Thạnh,Tỉnh Hà Nam
1264,St. Petersburg,Song Hành Ql 22,Bình Thạnh,Tỉnh Hà Giang
1265,Sacramento,Thành Thái,Phú Nhuận,Thành phố Hà Nội
1266,Mobile,Nguyễn Duy Trinh,Quận 12,Tỉnh Gia Lai
1267,Raleigh,Hồ Xuân Hương,Bình Thạnh,Tỉnh Hà Giang
1268,Glendale,Hẻm 106/47 Bình Lợi,Quận 11,Tỉnh Hà Tĩnh
1269,Columbus,Nguyễn Duy Dương,Quận 6,Tỉnh Hưng Yên
1270,Toledo,An Dương Vương,Quận 6,Tỉnh Hà Giang
1271,Phoenix,Phan Văn Hớn,Quận 6,Tỉnh Hà Tĩnh
1272,Washington,Hẻm 91 Trần Quang Diệu,Quận 7,Tỉnh Hà Tĩnh
1273,Portland,Đồng Văn Cống,Quận 3,Thành phố Đà Nẵng
1274,Phoenix,Mạc Đĩnh Chi,Tân Phú,Thành phố Hải Phòng
1275,Raleigh,Trần Bá Giao,Tân Phú,Tỉnh Gia Lai
1276,Jacksonville,Nguyên Hồng,Quận 11,Tỉnh Hà Giang
1277,Des Moines,Đường D4,Quận 3,Thành phố Cần Thơ
1278,Memphis,Trương Định,Quận 8,Thành phố Hà Nội
1279,Stockton,Tôn Thất Thuyết,Tân Bình,Tỉnh Hưng Yên
1280,Indianapolis,Hẻm 330 Nguyễn Tất Thành,Quận 10,Thành phố Hồ Chí Minh
1282,Baltimore,Tân Túc,Quận 6,Thành phố Hải Phòng
1283,Newark,Hồ Văn Long,Bình Thạnh,Thành phố Cần Thơ
1284,Lubbock,Tân Sơn,Phú Nhuận,Thành phố Cần Thơ
1285,Pittsburgh,Trần Quang Diệu,Quận 4,Tỉnh Gia Lai
1286,Columbus,Cầu Mống,Gò Vấp,Thành phố Hà Nội
1287,Wichita,Lê Văn Sỹ,Quận 7,Tỉnh An Giang
1288,Cincinnati,Hồ Đắc Di,Quận 12,Thành phố Hồ Chí Minh
1289,Chicago,Lương Nhữ Học,Bình Tân,Thành phố Đà Nẵng
1290,Portland,Hẻm 265 Phạm Ngũ Lão,Bình Tân,Tỉnh Hà Tĩnh
1291,Raleigh,Hẻm 749 Huỳnh Tấn Phát,Quận 4,Thành phố Hải Phòng
1292,Mobile,Tăng Bạt Hổ,Gò Vấp,Thành phố Cần Thơ
1294,Bakersfield,Nguyễn Chí Thanh,Gò Vấp,Tỉnh Hòa Bình
1295,Des Moines,Hồ Văn Huê,Tân Phú,Tỉnh Hòa Bình
1296,Seattle,Trần Khánh Dư,Tân Bình,Thành phố Cần Thơ
1297,Stockton,Nguyễn Thiệp,Quận 7,Thành phố Hồ Chí Minh
1298,San Francisco,Thảo Điền,Quận 6,Tỉnh Hà Tĩnh
1299,Detroit,Nguyễn Hữu Thọ,Bình Thạnh,Thành phố Hà Nội
1300,Baltimore,Hẻm 80 Trần Quang Diệu,Quận 8,Thành phố Hà Nội
1301,Madison,Nguyễn Kim,Tân Bình,Tỉnh Hưng Yên
1302,Nashville,Mạc Thị Bưởi,Gò Vấp,Thành phố Hà Nội
1303,Madison,Số 49 Tân Quy Đông,Quận 4,Thành phố Cần Thơ
1304,Aurora,Châu Văn Liêm,Tân Phú,Thành phố Hà Nội
1305,Glendale,Vành Đai,Tân Bình,Tỉnh Hà Tĩnh
1306,Austin,Nguyễn Gia Thiều,Quận 6,Tỉnh Hà Nam
1307,Omaha,Nguyễn Cửu Vân,Quận 1,Tỉnh Hà Nam
1308,Mobile,Cầu Vượt Hương Lộ 2,Quận 10,Tỉnh Hà Tĩnh
1309,Louisville,Hoàng Việt,Quận 8,Tỉnh Hà Tĩnh
1310,Fresno,Cầu Kênh Tẻ,Quận 3,Thành phố Đà Nẵng
1311,San Antonio,Hoàng Hoa Thám,Quận 8,Tỉnh Gia Lai
1312,Charlotte,Lê Trực,Quận 4,Thành phố Hà Nội
1313,Santa Ana,Hẻm 75 Điện Biên Phủ,Quận 10,Thành phố Đà Nẵng
1314,San Antonio,Cầu An Hạ 1,Bình Tân,Tỉnh Hà Tĩnh
1315,Miami,Mai Thị Lựu,Gò Vấp,Thành phố Hải Phòng
1316,Garland,Thuận Kiều,Phú Nhuận,Tỉnh Hà Nam
1317,Arlington,Đường Số 9a,Gò Vấp,Thành phố Hải Phòng
1318,Philadelphia,Nguyễn Văn Đậu,Quận 10,Tỉnh Hà Giang
1319,Columbus,Trần Hưng Ðạo,Quận 5,Tỉnh Hà Tĩnh
1320,Shreveport,Cao Thắng (Nối Dài),Quận 8,Tỉnh An Giang
1321,Indianapolis,Luỹ Bán Bích,Quận 3,Thành phố Hà Nội
1322,Mesa,Cầu Chà Và,Quận 4,Thành phố Đà Nẵng
1325,Tucson,Cầu Lê Văn Sỹ,Quận 3,Thành phố Đà Nẵng
1326,Phoenix,Luỹ Bán Bích,Quận 3,Thành phố Hồ Chí Minh
1327,Cleveland,Trương Định,Quận 7,Tỉnh Hà Tĩnh
1328,Birmingham,Mai Thị Lựu,Quận 12,Thành phố Hồ Chí Minh
1330,Dayton,Cao Đạt,Gò Vấp,Tỉnh Hà Giang
1331,Seattle,Trương Hán Siêu,Tân Bình,Thành phố Cần Thơ
1332,Milwaukee,Hẻm 861 Trần Xuân Soạn,Bình Thạnh,Tỉnh Gia Lai
1333,Detroit,Hà Huy Giáp,Quận 6,Tỉnh Hà Tĩnh
1334,Jersey,Hồ Chí Minh - Trung Lương,Bình Tân,Thành phố Hồ Chí Minh
1335,Arlington,Phạm Ngọc Thạch,Quận 10,Thành phố Hải Phòng
1336,Dallas,Nguyễn Hữu Thọ,Bình Thạnh,Tỉnh Hưng Yên
1338,Minneapolis,Đặng Nguyên Cẩn,Quận 8,Tỉnh Hà Tĩnh
1339,San Diego,Nguyễn Văn Ni,Quận 11,Tỉnh Hà Nam
1340,Cleveland,Trần Quý Cáp,Quận 7,Thành phố Hải Phòng
1341,Shreveport,Bùi Hữu Nghĩa,Quận 10,Tỉnh Hà Nam
1342,Nashville,Hẻm 2bis Nguyễn Thị Minh Khai,Bình Thạnh,Tỉnh Hưng Yên
1343,Montgomery,Lê Thị Bạch Cát,Quận 8,Tỉnh An Giang
1344,New York,Hẻm 288 Nam Kỳ Khởi Nghĩa,Quận 10,Tỉnh An Giang
1345,Shreveport,Châu Văn Liêm,Tân Bình,Tỉnh Hưng Yên
1346,Lubbock,Châu Văn Liêm,Gò Vấp,Tỉnh Hà Nam
1347,Corpus Christi,Ung Văn Khiêm,Tân Bình,Tỉnh Gia Lai
1348,Fort Worth,Hồ Tùng Mậu,Bình Tân,Tỉnh Hà Tĩnh
1349,Arlington,Tống Văn Trân,Bình Tân,Tỉnh Hà Giang
1350,Sacramento,Hẻm 18a Nguyễn Thị Minh Khai,Quận 11,Tỉnh Hòa Bình
1351,Oakland,Nguyễn Oanh,Gò Vấp,Tỉnh Gia Lai
1352,Pittsburgh,Võ Văn Kiệt,Quận 7,Tỉnh Hà Tĩnh
1353,Miami,Hẻm 77 Quốc Lộ 13,Quận 1,Tỉnh Hà Nam
1354,Fort Worth,Mạc Thiên Tích,Bình Thạnh,Thành phố Đà Nẵng
1355,Glendale,Đường Số 34,Quận 8,Tỉnh Hòa Bình
1356,Tampa,Cầu Rạch Đĩa,Quận 5,Thành phố Hà Nội
1357,Colorado,Xuân Thuỷ,Tân Bình,Thành phố Hà Nội
1358,Oakland,Lê Quang Định,Quận 6,Tỉnh An Giang
1359,Oakland,Trần Văn Giàu,Quận 1,Tỉnh Hà Tĩnh
1360,Arlington,Lê Tuấn Mậu,Quận 4,Thành phố Đà Nẵng
1361,Columbus,Hẻm 358 Cách Mạng Tháng Tám,Quận 12,Thành phố Hải Phòng
1362,Arlington,Cô Bắc,Quận 6,Thành phố Hồ Chí Minh
1363,Detroit,Mạc Thị Bưởi,Tân Phú,Thành phố Đà Nẵng
1364,Tucson,Trần Quý Khoách,Gò Vấp,Thành phố Hà Nội
1366,Lubbock,Xóm Đất,Quận 8,Tỉnh An Giang
1367,Chicago,Xô Viết Nghệ Tĩnh,Quận 11,Tỉnh Hà Nam
1368,San Jose,Đặng Nguyên Cẩn,Bình Thạnh,Thành phố Đà Nẵng
1369,San Antonio,Lê Văn Quới,Tân Bình,Tỉnh Hà Nam
1370,Albuquerque,VĩNh HộI,Quận 6,Tỉnh Hà Giang
1371,Spokane,Phạm Văn Bạch,Gò Vấp,Tỉnh An Giang
1372,Long Beach,Tỉnh Lộ 743c,Quận 6,Thành phố Cần Thơ
1373,Arlington,Thích Quảng Đức,Quận 6,Thành phố Hồ Chí Minh
1374,Seattle,Hoà Hưng,Tân Phú,Thành phố Hải Phòng
1375,Little Rock,Huỳnh Văn Bánh,Tân Bình,Thành phố Hải Phòng
1377,Toledo,Số 49 Tân Quy Đông,Quận 10,Tỉnh Hưng Yên
1378,Jersey,Hồng Bàng,Quận 11,Tỉnh Hưng Yên
1379,Detroit,Phạm Thái Bường,Tân Bình,Tỉnh Hà Nam
1380,Tacoma,Trần Quốc Toản,Quận 5,Tỉnh Hà Nam
1381,Milwaukee,Cầu Kênh Tẻ,Quận 8,Thành phố Hà Nội
1382,St. Louis,Cầu Vượt Ngã Tư Hàng Xanh,Quận 3,Thành phố Hà Nội
1383,Detroit,Cầu Bửu Hòa,Quận 4,Tỉnh An Giang
1384,Madison,Phan Đăng Giảng,Quận 10,Tỉnh Hà Nam
1385,Philadelphia,Phước Hưng,Bình Tân,Tỉnh Gia Lai
1386,Washington,Nguyễn Khoái,Quận 10,Thành phố Hà Nội
1387,Houston,Cầu Bùi Hữu Nghĩa,Quận 8,Tỉnh Hòa Bình
1388,Stockton,Quốc Hương,Bình Tân,Tỉnh Hòa Bình
1389,Lubbock,Nguyễn Thiệp,Quận 5,Tỉnh Hà Tĩnh
1390,Raleigh,Phạm Hùng,Quận 1,Tỉnh Hòa Bình
1391,San Francisco,Hẻm 360 Nguyễn Thị Minh Khai,Phú Nhuận,Tỉnh An Giang
1392,Mesa,Sư Vạn Hạnh,Quận 11,Tỉnh Hưng Yên
1393,Birmingham,Tháp Mười,Quận 4,Thành phố Hải Phòng
1394,Wichita,Trương Định,Quận 12,Thành phố Hồ Chí Minh
1395,Raleigh,Phú Mỹ,Gò Vấp,Thành phố Cần Thơ
1396,Sacramento,Cầu Him Lam,Tân Phú,Tỉnh Hà Giang
1397,Fresno,Tên Lửa,Phú Nhuận,Tỉnh Gia Lai
1398,Tampa,Hẻm 391 Sư Vạn Hạnh,Bình Tân,Tỉnh Hà Giang
1399,Tampa,Hoa Mai,Quận 6,Thành phố Hồ Chí Minh
1400,Tampa,Hẻm 18a Nguyễn Thị Minh Khai,Quận 8,Thành phố Cần Thơ
1402,New Orleans,Hẻm 184 Lê Văn Sỹ,Quận 12,Tỉnh Hà Giang
1403,Houston,Trần Hữu Trang,Phú Nhuận,Thành phố Cần Thơ
1404,Miami,Nguyễn Thái Sơn,Bình Thạnh,Thành phố Hải Phòng
1405,Washington,Đường Số 10,Quận 3,Thành phố Hà Nội
1406,San Antonio,Hẻm 53/1 Trần Khánh Dư,Tân Bình,Thành phố Cần Thơ
1408,Chicago,Trần Phú,Quận 1,Thành phố Hà Nội
1409,Des Moines,Sư Vạn Hạnh,Quận 5,Thành phố Đà Nẵng
1410,St. Petersburg,Cầu Bà Lớn,Bình Thạnh,Tỉnh An Giang
1411,Anchorage,Xuân Thuỷ,Bình Thạnh,Tỉnh Hà Giang
1412,Los Angeles,Cầu Ông Lớn,Phú Nhuận,Tỉnh Hà Giang
1414,Little Rock,Nguyễn Hữu Cảnh,Quận 3,Tỉnh Hà Giang
1415,Arlington,Tỉnh Lộ 10,Bình Thạnh,Thành phố Cần Thơ
1416,Montgomery,Hẻm 187 Hai Bà Trưng,Quận 12,Thành phố Đà Nẵng
1417,Honolulu,Nguyễn Gia Thiều,Quận 3,Thành phố Đà Nẵng
1418,Fresno,An Điềm,Quận 5,Tỉnh Gia Lai
1420,Columbus,Hoà Bình,Quận 1,Thành phố Hà Nội
1421,St. Paul,Cầu Sơn,Tân Bình,Tỉnh Gia Lai
1422,Washington,Cầu Lê Văn Sỹ,Quận 6,Tỉnh Hà Nam
1423,Des Moines,Sư Vạn Hạnh,Quận 5,Thành phố Đà Nẵng
1424,Baton Rouge,Nguyễn Thị Thập,Quận 5,Thành phố Đà Nẵng
1425,El Paso,Đường Số 9a,Quận 4,Thành phố Hồ Chí Minh
1426,Greensboro,Phan Xích Long,Quận 8,Tỉnh An Giang
1427,Fort Worth,Hẻm 331 Nơ Trang Long,Quận 5,Thành phố Hồ Chí Minh
1428,Anaheim,Trương Quốc Dung,Quận 6,Thành phố Hồ Chí Minh
1429,Fremont,Hẻm 487 Huỳnh Tấn Phát,Tân Bình,Tỉnh Hà Tĩnh
1430,Atlanta,Nguyễn Khắc Nhu,Bình Thạnh,Tỉnh Hà Tĩnh
1431,New York,Cầu Phú Xuân,Gò Vấp,Thành phố Hồ Chí Minh
1432,Jersey,Vũ Tông Phan,Bình Thạnh,Tỉnh Hà Nam
1433,Houston,Trương Hán Siêu,Quận 3,Tỉnh Hòa Bình
1434,Mesa,Nguyễn Du,Bình Tân,Tỉnh An Giang
1435,Minneapolis,Huỳnh Văn Nghệ,Quận 5,Thành phố Hồ Chí Minh
1436,Buffalo,Tuệ Tĩnh,Gò Vấp,Tỉnh Hưng Yên
1437,Baton Rouge,Nguyễn Tiểu La,Quận 10,Thành phố Hải Phòng
1438,Sacramento,Cách Mạng Tháng Tám,Quận 10,Tỉnh Gia Lai
1439,San Antonio,Thảo Điền,Quận 7,Tỉnh Hưng Yên
1441,Tampa,Quang Trung,Quận 4,Tỉnh Hưng Yên
1442,Sacramento,Lưu Trọng Lư,Quận 10,Thành phố Hà Nội
1443,Grand Rapids,Huỳnh Thúc Kháng,Quận 4,Tỉnh Hà Tĩnh
1445,Pittsburgh,Cống Quỳnh,Gò Vấp,Tỉnh Gia Lai
1446,Denver,Bông Sao,Bình Thạnh,Thành phố Đà Nẵng
1447,Toledo,Trang Tử,Quận 5,Tỉnh Hòa Bình
1448,St. Petersburg,Nguyễn Văn Nghi,Quận 8,Tỉnh Hà Nam
1449,Norfolk,Hẻm 1205 Huỳnh Tấn Phát,Quận 5,Tỉnh Gia Lai
1451,Birmingham,Cầu Sài Gòn 1,Gò Vấp,Tỉnh Hà Tĩnh
1452,Nashville,Cầu Ông Lớn,Quận 12,Thành phố Cần Thơ
1454,Santa Ana,Bà Huyện Thanh Quan,Tân Bình,Thành phố Hồ Chí Minh
1456,Greensboro,Quốc Lộ 13,Quận 6,Thành phố Đà Nẵng
1457,Washington,Nguyễn Trung Ngạn,Tân Bình,Tỉnh An Giang
1458,Cleveland,Nam Kỳ Khởi Nghĩa,Quận 7,Tỉnh Hà Tĩnh
1459,Montgomery,Đinh Tiên Hoàng,Quận 4,Tỉnh Hà Nam
1461,New Orleans,Lý Nhơn,Quận 8,Thành phố Đà Nẵng
1462,Miami,Quang Trung,Quận 6,Tỉnh An Giang
1463,Honolulu,Hoa Sứ,Quận 7,Thành phố Hải Phòng
1464,Garland,Ngô Gia Tự,Gò Vấp,Tỉnh Hà Nam
1465,Wichita,Nguyễn Hữu Thọ,Quận 11,Thành phố Hà Nội
1466,St. Louis,Hẻm 142 Nguyễn Thị Thập,Quận 11,Thành phố Hồ Chí Minh
1467,Shreveport,Hoàng Hoa Thám,Bình Thạnh,Tỉnh An Giang
1468,Buffalo,Phùng Văn Cung,Quận 8,Thành phố Cần Thơ
1469,Jackson,Võ Văn Kiệt,Quận 1,Tỉnh An Giang
1470,Arlington,Đinh Đức Thiện,Quận 8,Tỉnh Gia Lai
1472,El Paso,Hoàng Sa,Quận 6,Tỉnh Hà Tĩnh
1474,Lincoln,Cầu Vượt Ngã Tư Ga,Quận 11,Thành phố Hải Phòng
1475,Columbus,Hương Lộ 80,Quận 12,Tỉnh Hà Nam
1476,Fort Wayne,Nguyễn Lương Bằng,Tân Phú,Tỉnh Hưng Yên
1477,Louisville,Lý Nhơn,Quận 1,Tỉnh Hà Giang
1478,Yonkers,Cầu Vượt Lý Thái Tổ - Nguyễn Tri Phương,Quận 7,Thành phố Hà Nội
1479,Cincinnati,Hẻm 76 Nguyễn Thị Thập,Quận 10,Tỉnh Hưng Yên
1480,Tucson,Ấp Chiến Lược,Tân Phú,Tỉnh Hà Nam
1481,Baltimore,Mai Văn Ngọc,Bình Thạnh,Thành phố Hà Nội
1482,Des Moines,Nguyễn Thái Bình,Quận 6,Tỉnh Hưng Yên
1483,Las Vegas,Hẻm 320 Nguyễn Văn Linh,Quận 5,Tỉnh Gia Lai
1484,St. Paul,Hẻm 78 Tôn Thất Thuyết,Quận 1,Thành phố Cần Thơ
1485,Nashville,Hoà Hưng,Tân Bình,Tỉnh Hà Giang
1486,Newark,Trần Nhân Tôn,Bình Tân,Tỉnh Hà Giang
1488,Seattle,Nguyễn Thị Huỳnh,Bình Tân,Tỉnh Hà Tĩnh
1489,Chicago,Trần Đại Nghĩa,Quận 8,Tỉnh Hòa Bình
1490,Lincoln,Nguyễn Văn Cừ,Quận 6,Tỉnh Gia Lai
1491,Omaha,Hẻm 106/47 Bình Lợi,Tân Phú,Tỉnh Hà Giang
1493,Long Beach,Hồ Tùng Mậu,Phú Nhuận,Tỉnh Hòa Bình
1494,Atlanta,Hẻm 288 Nam Kỳ Khởi Nghĩa,Quận 3,Tỉnh Gia Lai
1495,Jackson,Nguyễn Thị Huỳnh,Quận 7,Tỉnh Hòa Bình
1497,San Antonio,Nguyễn Đồng Chi,Phú Nhuận,Tỉnh Hà Giang
1498,Nashville,Xóm Đất,Quận 1,Thành phố Đà Nẵng
1499,Fremont,Nguyễn Hữu Trí,Quận 8,Tỉnh Hòa Bình
1500,Oklahoma,Cầu Thanh Lộc,Quận 1,Thành phố Hải Phòng
1501,Kansas,Cầu Him Lam,Bình Thạnh,Thành phố Hải Phòng
1502,Cleveland,Phan Đình Phùng,Bình Tân,Tỉnh Hà Tĩnh
1503,Mesa,Cầu Cá Trê Lớn,Phú Nhuận,Tỉnh Hưng Yên
1505,Anchorage,Cầu Vượt Nút Giao Quốc Lộ 1a (Số 11),Quận 12,Thành phố Hà Nội
1506,Little Rock,Cầu Thị Nghè 2,Quận 11,Tỉnh Hà Nam
1507,Colorado,Phạm Thái Bường,Quận 8,Tỉnh Hà Tĩnh
1508,Austin,Nguyễn Giàn Thanh,Tân Phú,Thành phố Cần Thơ
1510,Baton Rouge,Láng Le Bàu Cò,Bình Tân,Thành phố Hồ Chí Minh
1511,El Paso,Nguyễn Văn Tạo,Quận 11,Tỉnh Hà Giang
1512,Baltimore,Rừng Sác,Quận 10,Tỉnh Hà Giang
1514,Columbus,Đường D1,Quận 12,Tỉnh Hà Tĩnh
1515,Cleveland,Quốc Lộ 13,Tân Bình,Tỉnh Hà Giang
1516,Chicago,Trần Huy Liệu,Quận 5,Thành phố Cần Thơ
1517,Lubbock,Trần Quang Diệu,Bình Thạnh,Tỉnh Hòa Bình
1518,Baton Rouge,Cầm Bá Thước,Quận 1,Tỉnh Hà Giang
1519,Jersey,Nguyễn Thái Sơn,Quận 1,Tỉnh Hà Giang
1520,Pittsburgh,Vĩnh Viễn,Phú Nhuận,Thành phố Hà Nội
1521,Portland,Nguyễn Đình Chiểu,Quận 11,Tỉnh Hòa Bình
1522,Lincoln,Nguyễn Duy Dương,Tân Bình,Tỉnh Hưng Yên
1523,Baton Rouge,Hoàng Minh Giám,Quận 7,Tỉnh Hòa Bình
